target_id,source_id,meta_rmse,spearman,pb0_rmse,pgmtl_rmse,n_obs_sp,n_obs_su,dif_max_depth,dif_surface_area,dif_glm_strat_perc,perc_dif_max_depth,perc_dif_surface_area,perc_dif_sqrt_surface_area
nhdhr_155444180,nhdhr_32672122,nan,1220.0,3.600084422431147,3.960105817768047,1247.0,1525.0,-0.3048000000000002,139975.216,-0.02799452429842575,3.3898305084745783,46.798247482073286,23.728490545988564
nhdhr_157076137,nhdhr_139268769,nan,nan,2.654733942929925,2.1056063105109386,435.0,1616.0,-4.571999999999999,-1591460.0183,0.024435318275153994,52.63157894736841,96.29276608910236,51.316020708289145
nhdhr_70331641,nhdhr_120018114,nan,nan,1.9529971011816962,1.8600732805103772,3977.0,6047.0,22.565600000000003,110835475.5,-0.019507186858316206,113.86876047070224,194.16275697949686,156.6037680656028
nhdhr_70332231,nhdhr_120018211,nan,nan,3.0083617747999765,2.3798855559843894,1901.0,2745.0,1.828800000000001,2311982.1004000003,0.036139630390143784,10.71428571428572,107.99481327239448,58.63924039414038
nhdhr_68838259,nhdhr_120018071,nan,-2.0,2.4676606889395583,1.8762451857716531,1872.0,2616.0,1.9455999999999989,70666.1727,0.02101300479123891,9.276777540433317,51.223236824355986,26.045987268327213
nhdhr_68838273,nhdhr_120020805,nan,2.8817591123025412,2.1472455954079157,1.9162043611285777,976.0,1345.0,9.3256,253613.61200000002,0.09863107460643394,96.51032826923873,75.9059077196185,39.42796138583984
nhdhr_75651475,nhdhr_32672122,nan,1.17e-321,3.4459423927181505,4.905161262026799,1247.0,1525.0,1.2191999999999998,254645.4203,-0.040109514031485216,14.814814814814813,105.32616252008931,56.93016492511974
nhdhr_76155937,nhdhr_34129366,nan,237.0,2.3813774031176984,2.5315696783434825,466.0,820.0,-3.3527999999999993,-25645.644570000004,0.020123203285420943,51.16279069767441,25.76615565889655,12.936982402920231
nhdhr_121858926,nhdhr_139268769,nan,nan,2.7330259847750282,3.0519932168068054,435.0,1616.0,-3.6991999999999994,210873.0776999999,-0.036344969199178734,44.83661398235237,28.05789805091089,14.098663188362043
nhdhr_129223861,nhdhr_120018114,nan,nan,2.5531744308169757,2.4980459485884285,3977.0,6047.0,3.668000000000003,102249310.57,0.04106776180698157,12.5333151096836,166.592551155787,107.24871861198027
nhdhr_129225129,nhdhr_155635994,nan,nan,2.0205530179993363,2.396415043732484,693.0,1519.0,1.524000000000001,1171192.244,0.02559890485968519,6.896551724137935,44.83795812005985,22.7079892803632
nhdhr_129226232,nhdhr_120019749,nan,-2.0,2.745264653386266,3.88214402339511,267.0,657.0,-21.401999999999994,-26232492.987999998,0.051813826146475006,73.04187570390087,120.6201391189434,67.09822740370386
nhdhr_151870593,nhdhr_120020204,nan,2.9526947735686098,2.2456555718210547,2.6570575933306833,577.0,797.0,-14.020800000000001,2261.297499999986,-0.004380561259411442,71.875,0.4905444579577369,0.2452725978600165
nhdhr_152707734,nhdhr_139269431,nan,4.857e-321,1.5921881748211668,4.5765749508937885,690.0,1887.0,10.058399999999999,2527583.883,-0.040246406570841886,37.28813559322034,99.93357713661347,53.54874253426068
nhdhr_155417639,nhdhr_143249192,nan,983.0,2.556508532986951,2.881873274111979,947.0,1335.0,15.24,3416428.057,0.019575633127994485,72.46376811594205,105.43481818872313,56.99927114171868
nhdhr_82815984,nhdhr_166867866,nan,-2.2888838830743224e+18,4.482788467452748,8.133289742827417,646.0,1615.0,17.068800000000003,12211832.799999997,0.2264887063655031,51.85185185185185,48.64169129001449,24.69153917511811
nhdhr_82819488,nhdhr_139268769,nan,4.427e-321,1.536955573543663,4.191542937693531,435.0,1616.0,-2.7432,318008.4908,-0.05304585900068448,35.29411764705882,45.56019373117262,23.083556563325594
nhdhr_82819600,nhdhr_143249413,nan,4.19e-321,3.515817788464422,2.7437008058558763,320.0,892.0,6.096,1674.8570000000764,0.17481177275838466,39.21568627450981,0.14953958208673296,0.07476980149342628
nhdhr_82819628,nhdhr_141288680,nan,5e-324,2.2654525603078204,1.6071450163032228,2357.0,3058.0,0.30719999999999814,311819.40449999995,0.03545516769336077,1.6387146332095661,48.088112382086365,24.401986188104416
nhdhr_113471457,nhdhr_120018114,nan,4e-323,1.8721810754238262,2.8575063260166473,3977.0,6047.0,4.600000000000001,76980108.42,0.0796714579055442,15.972222222222227,104.0110359612558,56.09686831315967
nhdhr_121857622,nhdhr_0E445706-1F3E-47FA-8A83-D38E2C953307,nan,5e-324,1.8344422662379067,1.819884274133786,2684.0,7458.0,4.267199999999995,56127679.629999995,0.24202600958247777,9.859154929577455,80.95717884245427,42.288284994127736
nhdhr_121859009,nhdhr_143249864,nan,87.0,4.211257391211695,2.7872043481836157,823.0,1019.0,0.0,140973.51189999998,-0.049691991786447676,0.0,73.4142809519022,38.034688662427335
nhdhr_121859022,nhdhr_120019712,nan,1.921189668662499,5.029959399910624,4.336331687368592,935.0,1302.0,1.2191999999999998,541443.4104000002,0.0026694045174537884,14.814814814814813,68.12995465601077,35.11508944794726
nhdhr_60087894,nhdhr_152335372,nan,1.0316e-319,2.9358222987242426,3.2846377879275814,911.0,1631.0,2.1119999999999983,787595.7920000001,0.02313483915126624,10.918114143920587,47.42124105022856,24.05357965048738
nhdhr_121622394,nhdhr_120020343,nan,20880.0,3.378273562368855,2.3492842846042143,486.0,894.0,-2.7432,-676170.1719999984,0.036002737850787114,22.22222222222222,7.096490650270244,3.549362842923727
nhdhr_139269433,nhdhr_167256799,nan,1e-323,2.030128963108261,3.44537705092351,266.0,597.0,0.3048000000000002,1485220.2789999999,0.02060232717316901,1.7699115044247797,82.70504401690198,43.28990398542294
nhdhr_143249221,nhdhr_32672122,nan,2.5e-323,2.051049850810961,2.272838273759035,1247.0,1525.0,-6.4008,-21829.014400000044,-0.03394934976043806,53.16455696202532,5.744391948758197,2.8727885740520205
